x,y
-1.4207303651825913,20.0
-1.4240120060030015,20.0
-1.4272886443221613,20.0
-1.43056028014007,20.0
-1.4338269134567285,20.0
-1.437088544272136,20.0
-1.4403451725862932,20.0
-1.4435967983991995,20.0
-1.4468434217108554,20.0
-1.4500850425212606,20.0
-1.4533216608304154,20.0
-1.4565532766383191,20.0
-1.4597798899449725,20.0
-1.4630015007503752,20.0
-1.4662181090545274,20.0
-1.4694297148574287,20.0
-1.4726363181590796,20.0
-1.47583791895948,20.0
-1.4790345172586292,20.0
-1.4822261130565284,20.0
-1.4854127063531766,20.0
-1.4885942971485744,20.0
-1.4917708854427212,20.0
-1.4949424712356179,20.0
-1.4981090545272635,20.0
-1.5012706353176588,20.0
-1.5044272136068033,20.0
-1.5075787893946975,20.0
-1.5107253626813406,20.0
-1.5138669334667334,20.0
-1.5170035017508754,20.0
-1.520135067533767,20.0
-1.5232616308154077,20.0
-1.526383191595798,20.0
-1.5294997498749374,20.0
-1.5326113056528265,20.0
-1.5357178589294647,20.0
-1.5388194097048524,20.0
-1.5419159579789894,20.0
-1.545007503751876,20.0
-1.5480940470235118,20.0
-1.5511755877938969,20.0
-1.5542521260630315,20.0
-1.5573236618309154,20.0
-1.5603901950975487,20.0
-1.5634517258629315,20.0
-1.5665082541270636,20.0
-1.569559779889945,20.0
-1.5726063031515758,20.0
-1.575647823911956,20.0
-1.5786843421710857,20.0
-1.5817158579289645,20.0
-1.5847423711855928,20.0
-1.5877638819409705,20.0
-1.5907803901950976,20.0
-1.593791895947974,20.0
-1.5967983991995998,20.0
-1.599799899949975,20.0
-1.6027963981990994,20.0
-1.6057878939469736,20.0
-1.6087743871935969,20.0
-1.6117558779389696,20.0
-1.6147323661830915,20.0
-1.6177038519259632,20.0
-1.620670335167584,20.0
-1.6236318159079541,20.0
-1.6265882941470735,20.0
-1.6295397698849423,20.0
-1.632486243121561,20.0
-1.6354277138569284,20.0
-1.6383641820910455,20.0
-1.6412956478239118,20.0
-1.644222111055528,20.0
-1.647143571785893,20.0
-1.6500600300150075,20.0
-1.6529714857428712,20.0
-1.6558779389694849,20.0
-1.6587793896948475,20.0
-1.6616758379189593,20.0
-1.6645672836418208,20.0
-1.667453726863432,20.0
-1.6703351675837919,20.0
-1.6732116058029014,20.0
-1.6760830415207604,20.0
-1.6789494747373688,20.0
-1.6818109054527266,20.0
-1.6846673336668334,20.0
-1.6875187593796896,20.0
-1.6903651825912958,20.0
-1.6932066033016508,20.0
-1.6960430215107554,20.0
-1.6988744372186093,20.0
-1.701700850425213,20.0
-1.7045222611305655,20.0
-1.7073386693346673,20.0
-1.7101500750375187,20.0
-1.7129564782391193,20.0
-1.7157578789394698,20.0
-1.7185542771385693,20.0
-1.721345672836418,20.0
-1.7241320660330164,20.0
-1.7269134567283644,20.0
-1.7296898449224614,20.0
-1.7324612306153075,20.0
-1.7352276138069034,20.0
-1.7379889944972489,20.0
-1.740745372686343,20.0
-1.743496748374187,20.0
-1.7462431215607803,20.0
-1.7489844922461233,20.0
-1.7517208604302152,20.0
-1.7544522261130564,20.0
-1.7571785892946472,20.0
-1.7598999499749879,20.0
-1.7626163081540773,20.0
-1.765327663831916,20.0
-1.768034017008504,20.0
-1.7707353676838422,20.0
-1.7734317158579291,20.0
-1.7761230615307655,20.0
-1.778809404702351,20.0
-1.781490745372686,20.0
-1.784167083541771,20.0
-1.7868384192096047,20.0
-1.789504752376188,20.0
-1.7921660830415207,20.0
-1.7948224112056028,20.0
-1.7974737368684344,20.0
-1.800120060030015,20.0
-1.802761380690345,20.0
-1.805397698849425,20.0
-1.8080290145072537,20.0
-1.8106553276638317,20.0
-1.8132766383191594,20.0
-1.815892946473237,20.0
-1.818504252126063,20.0
-1.8211105552776388,20.0
-1.823711855927964,20.0
-1.8263081540770387,20.0
-1.8288994497248625,20.0
-1.8314857428714357,20.0
-1.8340670335167584,20.0
-1.8366433216608307,20.0
-1.839214607303652,20.0
-1.8417808904452226,20.0
-1.8443421710855428,20.0
-1.846898449224612,20.0
-1.8494497248624313,20.0
-1.8519959979989995,20.0
-1.8545372686343171,20.0
-1.8570735367683842,20.0
-1.8596048024012006,20.0
-1.8621310655327665,20.0
-1.8646523261630814,20.0
-1.867168584292146,20.0
-1.8696798399199603,20.0
-1.8721860930465235,20.0
-1.8746873436718359,20.0
-1.8771835917958977,20.0
-1.8796748374187096,20.0
-1.8821610805402702,20.0
-1.8846423211605803,20.0
-1.8871185592796396,20.0
-1.889589794897449,20.0
-1.892056028014007,20.0
-1.8945172586293146,20.0
-1.8969734867433716,20.0
-1.8994247123561783,20.0
-1.9018709354677341,20.0
-1.904312156078039,20.0
-1.9067483741870934,20.0
-1.9091795897948973,20.0
-1.9116058029014509,20.0
-1.9140270135067534,20.0
-1.9164432216108054,20.0
-1.9188544272136068,20.0
-1.9212606303151576,20.0
-1.9236618309154578,20.0
-1.926058029014507,20.0
-1.9284492246123062,20.0
-1.9308354177088547,20.0
-1.9332166083041522,20.0
-1.9355927963981991,20.0
-1.9379639819909955,20.0
-1.9403301650825415,20.0
-1.9426913456728365,20.0
-1.945047523761881,20.0
-1.9473986993496748,20.0
-1.9497448724362183,20.0
-1.9520860430215108,20.0
-1.9544222111055527,20.0
-1.956753376688344,20.0
-1.9590795397698852,20.0
-1.9614007003501752,20.0
-1.9637168584292146,20.0
-1.9660280140070034,20.0
-1.9683341670835417,20.0
-1.9706353176588296,20.0
-1.9729314657328665,20.0
-1.9752226113056528,20.0
-1.9775087543771885,20.0
-1.979789894947474,20.0
-1.9820660330165083,20.0
-1.984337168584292,20.0
-1.9866033016508253,20.0
-1.9888644322161082,20.0
-1.99112056028014,20.0
-1.9933716858429213,20.0
-1.995617808904452,20.0
-1.9978589294647326,20.0
-2.0000950475237618,20.0
-2.0023261630815408,20.0
-2.004552276138069,20.0
-2.006773386693347,20.0
-2.008989494747374,20.0
-2.01120060030015,20.0
-2.013406703351676,20.0
-2.0156078039019514,20.0
-2.0178039019509755,20.0
-2.0199949974987494,20.0
-2.0221810905452724,20.0
-2.024362181090545,20.0
-2.0265382691345675,20.0
-2.0287093546773387,20.0
-2.0308754377188594,20.0
-2.0330365182591295,20.0
-2.035192596298149,20.0
-2.037343671835918,20.0
-2.0394897448724363,20.0
-2.0416308154077036,20.0
-2.0437668834417213,20.0
-2.0458979489744875,20.0
-2.048024012006003,20.0
-2.050145072536268,20.0
-2.0522611305652827,20.0
-2.0543721860930466,20.0
-2.05647823911956,20.0
-2.0585792896448223,20.0
-2.0606753376688345,20.0
-2.0627663831915957,20.0
-2.0648524262131067,20.0
-2.0669334667333668,20.0
-2.069009504752376,20.0
-2.071080540270135,20.0
-2.0731465732866434,20.0
-2.0752076038019007,20.0
-2.077263631815908,20.0
-2.0793146573286645,20.0
-2.08136068034017,20.0
-2.083401700850425,20.0
-2.0854377188594295,20.0
-2.087468734367184,20.0
-2.0894947473736867,20.0
-2.0915157578789394,20.0
-2.0935317658829415,20.0
-2.095542771385693,20.0
-2.0975487743871937,20.0
-2.0995497748874437,20.0
-2.101545772886443,20.0
-2.1035367683841923,20.0
-2.1055227613806906,20.0
-2.107503751875938,20.0
-2.109479739869935,20.0
-2.1114507253626815,20.0
-2.113416708354177,20.0
-2.115377688844422,20.0
-2.1173336668334164,20.0
-2.119284642321161,20.0
-2.121230615307654,20.0
-2.1231715857928966,20.0
-2.125107553776888,20.0
-2.12703851925963,20.0
-2.1289644822411207,20.0
-2.1308854427213606,20.0
-2.13280140070035,20.0
-2.1347123561780887,20.0
-2.1366183091545774,20.0
-2.138519259629815,20.0
-2.1404152076038017,20.0
-2.142306153076538,20.0
-2.144192096048024,20.0
-2.146073036518259,20.0
-2.1479489744872438,20.0
-2.1498199099549775,20.0
-2.151685842921461,20.0
-2.1535467733866933,20.0
-2.1554027013506754,20.0
-2.1572536268134064,20.0
-2.1590995497748877,20.0
-2.1609404702351176,20.0
-2.1627763881940973,20.0
-2.1646073036518256,20.0
-2.1664332166083042,20.0
-2.168254127063532,20.0
-2.170070035017509,20.0
-2.171880940470235,20.0
-2.173686843421711,20.0
-2.175487743871936,20.0
-2.1772836418209103,20.0
-2.179074537268634,20.0
-2.180860430215107,20.0
-2.1826413206603306,20.0
-2.184417208604302,20.0
-2.1861880940470235,20.0
-2.187953976988494,20.0
-2.1897148574287146,20.0
-2.191470735367684,20.0
-2.1932216108054026,20.0
-2.1949674837418707,20.0
-2.1967083541770887,20.0
-2.1984442221110556,20.0
-2.200175087543772,20.0
-2.2019009504752374,20.0
-2.203621810905453,20.0
-2.2053376688344173,20.0
-2.207048524262131,20.0
-2.208754377188594,20.0
-2.2104552276138074,20.0
-2.212151075537769,20.0
-2.2138419209604803,20.0
-2.2155277638819406,20.0
-2.2172086043021513,20.0
-2.2188844422211105,20.0
-2.2205552776388195,20.0
-2.2222211105552776,20.0
-2.223881940970485,20.0
-2.2255377688844424,20.0
-2.2271885942971483,20.0
-2.2288344172086045,20.0
-2.2304752376188093,20.0
-2.2321110555277643,20.0
-2.233741870935468,20.0
-2.235367683841921,20.0
-2.2369884942471234,20.0
-2.2386043021510758,20.0
-2.240215107553777,20.0
-2.2418209104552274,20.0
-2.2434217108554275,20.0
-2.245017508754377,20.0
-2.246608304152076,20.0
-2.2481940970485246,20.0
-2.2497748874437216,20.0
-2.251350675337669,20.0
-2.2529214607303656,20.0
-2.254487243621811,20.0
-2.256048024012006,20.0
-2.2576038019009506,20.0
-2.2591545772886445,20.0
-2.2607003501750875,20.0
-2.2622411205602804,20.0
-2.263776888444222,20.0
-2.2653076538269135,20.0
-2.266833416708354,20.0
-2.2683541770885443,20.0
-2.269869934967484,20.0
-2.2713806903451728,20.0
-2.272886443221611,20.0
-2.274387193596798,20.0
-2.2758829414707353,20.0
-2.277373686843422,20.0
-2.278859429714857,20.0
-2.2803401700850428,20.0
-2.281815907953977,20.0
-2.283286643321661,20.0
-2.284752376188094,20.0
-2.2862131065532765,20.0
-2.2876688344172083,20.0
-2.2891195597798903,20.0
-2.290565282641321,20.0
-2.292006003001501,20.0
-2.29344172086043,20.0
-2.2948724362181094,20.0
-2.2962981490745373,20.0
-2.2977188594297147,20.0
-2.299134567283642,20.0
-2.300545272636318,20.0
-2.301950975487744,20.0
-2.303351675837919,20.0
-2.304747373686843,20.0
-2.306138069034517,20.0
-2.3075237618809403,20.0
-2.308904452226113,20.0
-2.3102801400700352,20.0
-2.3116508254127064,20.0
-2.313016508254127,20.0
-2.314377188594297,20.0
-2.3157328664332164,20.0
-2.3170835417708853,20.0
-2.3184292146073036,20.0
-2.3197698849424713,20.0
-2.3211055527763884,20.0
-2.322436218109054,20.0
-2.3237618809404705,20.0
-2.3250825412706355,20.0
-2.3263981990995495,20.0
-2.3277088544272138,20.0
-2.329014507253627,20.0
-2.3303151575787897,20.0
-2.3316108054027014,20.0
-2.3329014507253625,20.0
-2.334187093546773,20.0
-2.335467733866934,20.0
-2.3367433716858432,20.0
-2.3380140070035016,20.0
-2.33927963981991,20.0
-2.340540270135068,20.0
-2.3417958979489746,20.0
-2.3430465232616307,20.0
-2.3442921460730366,20.0
-2.345532766383192,20.0
-2.346768384192096,20.0
-2.34799899949975,20.0
-2.349224612306153,20.0
-2.350445222611306,20.0
-2.3516608304152076,20.0
-2.3528714357178586,20.0
-2.3540770385192595,20.0
-2.35527763881941,20.0
-2.356473236618309,20.0
-2.357663831915958,20.0
-2.358849424712356,20.0
-2.3600300150075038,20.0
-2.361205602801401,20.0
-2.3623761880940473,20.0
-2.3635417708854427,20.0
-2.3647023511755876,20.0
-2.3658579289644823,20.0
-2.367008504252126,20.0
-2.368154077038519,20.0
-2.3692946473236614,20.0
-2.370430215107554,20.0
-2.3715607803901952,20.0
-2.3726863431715857,20.0
-2.373806903451726,20.0
-2.3749224612306152,20.0
-2.376033016508254,20.0
-2.377138569284642,20.0
-2.3782391195597796,20.0
-2.379334667333667,20.0
-2.380425212606303,20.0
-2.381510755377689,20.0
-2.382591295647824,20.0
-2.383666833416709,20.0
-2.384737368684342,20.0
-2.3858029014507256,20.0
-2.3868634317158577,20.0
-2.38791895947974,20.0
-2.388969484742371,20.0
-2.390015007503752,20.0
-2.391055527763882,20.0
-2.3920910455227613,20.0
-2.3931215607803904,20.0
-2.3941470735367685,20.0
-2.395167583791896,20.0
-2.3961830915457725,20.0
-2.3971935967983993,20.0
-2.3981990995497746,20.0
-2.3991995997999,20.0
-2.4001950975487745,20.0
-2.4011855927963976,20.0
-2.402171085542771,20.0
-2.403151575787894,20.0
-2.4041270635317664,20.0
-2.4050975487743873,20.0
-2.406063031515758,20.0
-2.4070235117558783,20.0
-2.4079789894947474,20.0
-2.408929464732366,20.0
-2.409874937468734,20.0
-2.4108154077038524,20.0
-2.4117508754377193,20.0
-2.4126813406703356,20.0
-2.4136068034017013,20.0
-2.414527263631816,20.0
-2.41544272136068,20.0
-2.416353176588294,20.0
-2.4172586293146567,20.0
-2.4181590795397696,20.0
-2.419054527263632,20.0
-2.4199449724862436,20.0
-2.420830415207604,20.0
-2.4217108554277136,20.0
-2.422586293146573,20.0
-2.423456728364182,20.0
-2.42432216108054,20.0
-2.4251825912956475,20.0
-2.426038019009505,20.0
-2.4268884442221115,20.0
-2.427733866933467,20.0
-2.428574287143572,20.0
-2.429409704852426,20.0
-2.43024012006003,20.0
-2.4310655327663833,20.0
-2.431885942971485,20.0
-2.4327013506753383,20.0
-2.433511755877939,20.0
-2.43431715857929,20.0
-2.43511755877939,20.0
-2.435912956478239,20.0
-2.436703351675838,20.0
-2.437488744372186,20.0
-2.4382691345672836,20.0
-2.4390445222611303,20.0
-2.4398149074537274,20.0
-2.440580290145073,20.0
-2.4413406703351677,20.0
-2.442096048024012,20.0
-2.4428464232116056,20.0
-2.443591795897949,20.0
-2.4443321660830413,20.0
-2.445067533766883,20.0
-2.445797898949475,20.0
-2.4465232616308157,20.0
-2.4472436218109057,20.0
-2.447958979489745,20.0
-2.4486693346673336,20.0
-2.4493746873436715,20.0
-2.450075037518759,20.0
-2.450770385192596,20.0
-2.451460730365183,20.0
-2.4521460730365185,20.0
-2.4528264132066036,20.0
-2.4535017508754375,20.0
-2.4541720860430214,20.0
-2.4548374187093547,20.0
-2.455497748874437,20.0
-2.4561530765382686,20.0
-2.456803401700851,20.0
-2.457448724362181,20.0
-2.4580890445222616,20.0
-2.4587243621810906,20.0
-2.4593546773386694,20.0
-2.4599799899949977,20.0
-2.460600300150075,20.0
-2.4612156078039016,20.0
-2.4618259129564777,20.0
-2.462431215607804,20.0
-2.463031515757879,20.0
-2.4636268134067034,20.0
-2.4642171085542772,20.0
-2.4648024012006005,20.0
-2.4653826913456727,20.0
-2.4659579789894943,20.0
-2.466528264132066,20.0
-2.467093546773387,20.0
-2.467653826913457,20.0
-2.468209104552276,20.0
-2.4687593796898453,20.0
-2.469304652326163,20.0
-2.46984492246123,20.0
-2.4703801900950473,20.0
-2.4709104552276138,20.0
-2.47143571785893,20.0
-2.471955977988995,20.0
-2.4724712356178093,20.0
-2.4729814907453727,20.0
-2.473486743371686,20.0
-2.4739869934967484,20.0
-2.47448224112056,20.0
-2.4749724862431215,20.0
-2.475457728864432,20.0
-2.4759379689844927,20.0
-2.476413206603302,20.0
-2.4768834417208607,20.0
-2.477348674337169,20.0
-2.477808904452226,20.0
-2.478264132066033,20.0
-2.478714357178589,20.0
-2.4791595797898944,20.0
-2.4795997998999506,20.0
-2.480035017508755,20.0
-2.4804652326163086,20.0
-2.4808904452226113,20.0
-2.481310655327664,20.0
-2.481725862931466,20.0
-2.4821360680340168,20.0
-2.482541270635317,20.0
-2.4829414707353683,20.0
-2.4833366683341676,20.0
-2.4837268634317162,20.0
-2.4841120560280143,20.0
-2.4844922461230614,20.0
-2.4848674337168584,20.0
-2.4852376188094047,20.0
-2.4856028014007,20.0
-2.485962981490745,20.0
-2.48631815907954,20.0
-2.4866683341670837,20.0
-2.4870135067533767,20.0
-2.4873536768384192,20.0
-2.487688844422211,20.0
-2.488019009504752,20.0
-2.488344172086043,20.0
-2.4886643321660826,20.0
-2.4889794897448727,20.0
-2.4892896448224113,20.0
-2.4895947973986994,20.0
-2.489894947473737,20.0
-2.4901900950475238,20.0
-2.49048024012006,20.0
-2.4907653826913454,20.0
-2.4910455227613806,20.0
-2.4913206603301656,20.0
-2.4915907953976992,20.0
-2.4918559279639823,20.0
-2.4921160580290147,20.0
-2.4923711855927966,20.0
-2.4926213106553274,20.0
-2.492866433216608,20.0
-2.493106553276638,20.0
-2.4933416708354175,20.0
-2.493571785892947,20.0
-2.493796898449225,20.0
-2.4940170085042523,20.0
-2.494232116058029,20.0
-2.494442221110555,20.0
-2.4946473236618307,20.0
-2.494847423711856,20.0
-2.49504252126063,20.0
-2.4952326163081544,20.0
-2.4954177088544274,20.0
-2.4955977988994498,20.0
-2.4957728864432216,20.0
-2.495942971485743,20.0
-2.4961080540270135,20.0
-2.496268134067033,20.0
-2.4964232116058027,20.0
-2.496573286643322,20.0
-2.49671835917959,20.0
-2.4968584292146074,20.0
-2.4969934967483742,20.0
-2.4971235617808905,20.0
-2.497248624312156,20.0
-2.4973686843421707,20.0
-2.4974837418709352,20.0
-2.4975937968984487,20.0
-2.4976988494247125,20.0
-2.4977988994497253,20.0
-2.497893946973487,20.0
-2.497983991995998,20.0
-2.4980690345172585,20.0
-2.4981490745372685,20.0
-2.4982241120560276,20.0
-2.4982941470735365,20.0
-2.4983591795897953,20.0
-2.4984192096048026,20.0
-2.4984742371185593,20.0
-2.4985242621310655,20.0
-2.498569284642321,20.0
-2.498609304652326,20.0
-2.49864432216108,20.0
-2.498674337168584,20.0
-2.4986993496748378,20.0
-2.4987193596798405,20.0
-2.498734367183592,20.0
-2.4987443721860934,20.0
-2.4987493746873435,20.0
-2.4987493746873435,20.0
-2.498744372186093,20.0
-2.4987343671835913,20.0
-2.4987193596798396,20.0
-2.4986993496748378,20.0
-2.4986743371685844,20.0
-2.4986443221610806,20.0
-2.498609304652326,20.0
-2.498569284642321,20.0
-2.4985242621310655,20.0
-2.498474237118559,20.0
-2.498419209604802,20.0
-2.4983591795897953,20.0
-2.498294147073537,20.0
-2.498224112056028,20.0
-2.4981490745372685,20.0
-2.4980690345172585,20.0
-2.497983991995998,20.0
-2.4978939469734867,20.0
-2.4977988994497244,20.0
