8.596240243,2.070627212
8.593848221,2.074739508
8.591552859,2.078708436
8.589354815,2.082531308
8.587254747,2.086205439
8.585253314,2.089728142
8.583351174,2.09309673
8.581548984,2.096308518
8.579847403,2.099360819
8.578247089,2.102250947
8.5767487,2.104976215
8.575352893,2.107533937
8.574060328,2.109921427
8.572871662,2.112135998
8.571787553,2.114174964
8.570808659,2.116035638
8.569935639,2.117715335
8.56916915,2.119211367
8.568509851,2.120521049
8.567958399,2.121641694
8.567515454,2.122570615
8.567181671,2.123305127
8.566957711,2.123842543
8.566844231,2.124180177
8.566841889,2.124315342
8.566951343,2.124245352
8.567173251,2.123967521
8.567508271,2.123479162
8.567957062,2.122777589
8.568520281,2.121860115
8.569198587,2.120724055
8.569992637,2.119366721
8.57090309,2.117785428
8.571930604,2.115977489
8.573075837,2.113940217
8.574339446,2.111670927
8.575722091,2.109166933
8.577224429,2.106425546
8.578847118,2.103444082
8.580590816,2.100219854
8.582456182,2.096750176
8.584443873,2.093032361
8.586554548,2.089063723
8.588788864,2.084841575
8.59114748,2.080363232
8.593631053,2.075626006
8.596240243,2.070627212
8.599136654,2.064931431
8.602459454,2.05820492
8.606175649,2.050597505
8.610252243,2.042259012
8.614656239,2.033339267
8.619354642,2.023988096
8.624314455,2.014355324
8.629502683,2.004590779
8.63488633,1.994844284
8.640432399,1.985265667
8.646107896,1.976004754
8.651879824,1.96721137
8.657715187,1.959035341
8.66358099,1.951626494
8.669444235,1.945134654
8.675441717,1.939136015
8.681727089,1.933109103
8.688292646,1.927057236
8.695130683,1.920983732
8.702233495,1.914891912
8.709593378,1.908785093
8.717202627,1.902666595
8.725053537,1.896539737
8.733138404,1.890407838
8.741449522,1.884274217
8.749979186,1.878142192
8.758719693,1.872015084
8.767663337,1.86589621
8.776802413,1.85978889
8.786129216,1.853696442
8.795636043,1.847622187
8.805315188,1.841569442
8.815158946,1.835541527
8.825159612,1.829541761
8.835309482,1.823573463
8.845600851,1.817639951
8.856026014,1.811744545
8.866577267,1.805890564
8.877246904,1.800081326
8.888027221,1.794320151
8.898910513,1.788610358
8.909889075,1.782955266
8.920955202,1.777358193
8.93210119,1.771822459
8.943319334,1.766351382
8.95460193,1.760948283
8.965941271,1.755616478
8.977329654,1.750359289
8.988759374,1.745180033
9.000222725,1.74008203
9.011712004,1.735068598
9.023219505,1.730143057
9.034737524,1.725308726
9.046258356,1.720568923
9.057774296,1.715926968
9.069277639,1.711386179
9.08076068,1.706949876
9.092215715,1.702621377
9.103635039,1.698404002
9.115010948,1.69430107
9.126335735,1.690315899
9.137601697,1.686451809
9.148801129,1.682712118
9.159926326,1.679100145
9.170969583,1.675619211
9.181923196,1.672272632
9.192779459,1.669063729
9.203530668,1.665995821
9.214169118,1.663072226
9.224687105,1.660296263
9.235076923,1.657671252
9.245330868,1.655200512
9.255441234,1.652887361
9.265400318,1.650735118
9.275200414,1.648747102
9.284833818,1.646926634
9.294292825,1.64527703
9.30356973,1.643801611
9.312656828,1.642503695
9.321546414,1.641386602
9.330230785,1.64045365
9.338702234,1.639708158
9.346953057,1.639153446
9.35497555,1.638792832
9.362762007,1.638629635
9.370304724,1.638667175
9.377595996,1.63890877
9.384628118,1.639357739
9.391393385,1.640017402
9.397884094,1.640891077
9.404092538,1.641982083
9.410011013,1.643293739
9.415631815,1.644829365
9.420947238,1.646592279
9.425949578,1.6485858
9.430631129,1.650813248
9.434984188,1.653277941
9.43900105,1.655983198
9.442674008,1.658932338
9.44599536,1.66212868
9.4489574,1.665575544
9.451552423,1.669276248
9.453772725,1.673234111
9.455519572,1.677389154
9.456708719,1.681677732
9.457354193,1.686097658
9.457470022,1.690646747
9.457070232,1.695322816
9.45616885,1.70012368
9.454779905,1.705047153
9.452917422,1.710091052
9.450595428,1.71525319
9.447827952,1.720531384
9.44462902,1.725923449
9.441012659,1.7314272
9.436992896,1.737040453
9.432583758,1.742761022
9.427799273,1.748586722
9.422653467,1.75451537
9.417160368,1.760544781
9.411334002,1.766672769
