x,y
8.219762568079714, 2.3006969020070445
8.596240242953593, 2.07062721180634
8.66944423529018, 1.9451346535150467
9.453772724610763, 1.6732341105505777
8.993633344209355, 2.175204343715751
8.94134477825465, 2.4993934526349255
8.721732801244887, 2.4993934526349255
8.690359661672064, 2.9595328330363353
8.794936793581474, 3.2314333760008034
8.836767646345239, 3.430129926628685
9.098210476118767, 3.848438454266329
9.338737879510413, 4.371324113813385
9.547892143329234, 5.030160044842674
9.715215554384292, 5.417095432907495
9.934827531394056, 5.8981502396907874
9.767504120338996, 6.40012047285596
9.767504120338996, 7.090329543458074
9.642011562047704, 7.487722644713835
9.453772724610765, 7.853742606396774
9.286449313555707, 8.094270009788419
9.077295049736884, 8.617155669335474
9.025006483782178, 9.03546419697312
9.014548770591238, 9.401484158656057
8.543951676998889, 9.976658384157819
7.937404311924303, 9.14004132888253
7.435434078759131, 8.408001405516652
7.163533535794661, 8.115185436170302
6.8184290004936035, 8.345255126371008
6.6720210158204285, 8.564867103380768
6.577901597101959, 8.774021367199593
6.31645876732843, 9.02500648378218
5.9295233792636095, 9.192329894837236
5.56350341758067, 9.359653305892294
5.312518300998085, 9.485145864183588
5.207941169088674, 9.746588693957115
4.883752060169499, 10.196270361167583
4.674597796350676, 10.363593772222641
4.5281898116775015, 10.593663462423347
3.9216424466029167, 10.865564005387814
4.570020664441264, 14.944072149854847
4.705970935923499, 15.080022421337082
4.779174928260087, 15.665654360029786
4.7582595018782055, 15.81206234470296
4.821005781023852, 15.843435484275783
4.904667486551381, 15.72840063917543
4.8732943469785575, 15.289176685155903
4.894209773360441, 15.0591069949552
5.009244618460792, 14.78720645199073
5.166110316324909, 14.347982497971204
5.113821750370202, 14.023793389052026
5.040617758033616, 13.281295752495211
4.9883291920789095, 12.883902651239449
4.862836633787617, 12.361016991692393
4.632766943586913, 12.036827882773219
4.486358958913737, 11.67080792109028
4.465443532531855, 11.179295401116047
4.590936090823148, 10.886479431769697
4.601393804014088, 10.604121175614287
4.71642864911444, 10.384509198604524
4.862836633787618, 10.300847493076995
4.998786905269851, 10.311305206267935
5.688995975871965, 9.997573810539702
6.138677643082431, 9.892996678630292
6.285085627755607, 9.924369818203113
7.634130629387011, 11.294330246216399
7.675961482150776, 11.430280517698634
8.073354583406537, 12.110031875109806
8.146558575743125, 12.319186138928629
8.37662826594383, 12.800240945711918
6.996210124739604, 14.703544746463201
5.312518300998085, 16.08396288766743
5.207941169088673, 16.104878314049312
5.145194889943026, 16.188540019576838
4.998786905269851, 16.282659438295312
4.904667486551381, 16.523186841686954
4.789632641451029, 16.418609709777545
4.747801788687265, 16.136251453622133
4.486358958913737, 16.26174401191343
4.036677291703268, 16.795087384651424
3.9111847334119756, 17.255226765052832
3.9216424466029167, 17.453923315680715
4.036677291703269, 17.621246726735773
4.120338997230799, 17.872231843318357
